ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher,categories
0813011442,5.0,"Idella: Marjorie Rawlings' \Perfect Maid\""""",Idella Parker,1992,University Press of Florida,Biography & Autobiography
0813014913,5.0,Poems by Marjorie Kinnan Rawlings: Songs of a Housewife,Marjorie Kinnan Rawlings,1997,University Press of Florida,Poetry
0813109728,8.0,Borrowed Children,George Ella Lyon,1999,University Press of Kentucky,Juvenile Fiction
0813315158,8.0,Ain't No Makin' It: Aspirations and Attainment in a Low-Income Neighborhood,Jay MacLeod,1995,Westview Press,Social Science
0813339391,8.0,Blood Diamonds: Tracing the Deadly Path of the World's Most Precious Stones,Greg Campbell,2002,Perseus Books Group,History
0813391482,9.0,The Elusive Messiah: A Philosophical Overview of the Quest for the Historical Jesus,Raymond Martin,2000,Westview Press,Social Science
0813513030,5.0,Marilyn Monroe,Graham McCann,1988,Rutgers University Press,Social Science
0813523753,7.0,Telling Women's Lives: The New Biography,Linda Wagner-Martin,1996,Rutgers University Press,Social Science
0813524660,10.0,Star Trek and History: Race-Ing Toward a White Future,Daniel Bernardi,1998,Rutgers University Press,Performing Arts
081352492X,8.0,Screening Space: The American Science Fiction Film,Vivian Sobchack,1997,Rutgers University Press,Performing Arts
0813525306,10.0,Lessons from the Intersexed,Suzanne J. Kessler,1998,Rutgers University Press,Gender identity
0813527422,5.0,Twin Towers: The Life of New York City's World Trade Center,Angus K. Gillespie,1999,Rutgers University Press,Art
0813530334,8.0,Rare and Commonplace Flowers: The Story of Elizabeth Bishop and Lota de Macedo Soares,Carmen L. Oliveira,2002,Rutgers University Press,Biography & Autobiography
0814604080,10.0,Opening the Bible,Thomas Merton,2000,Liturgical Press,Religion
0814622054,10.0,Psalms for All Seasons,John F. Craghan,1994,Liturgical Press,Religion
0814741754,9.0,Lesbian Texts and Contexts: Radical Revisions (Feminist Crosscurrents),Karla Jay,1990,New York Univ Pr,Social Science
0814758169,10.0,Godel's Proof,Ernest Nagel,2002,New York University Press,Mathematics
0814765521,8.0,Greek Philosophical Terms: A Historical Lexicon,Francis E. Peters,1967,New York University Press,Philosophy
0815411782,8.0,Short Novels of the Masters,Charles Neider,2001,Cooper Square Publishers,Fiction
0815713088,10.0,Preventive Defense: A New Security Strategy for America,Ashton B. Carter,1999,Brookings Institution Press,Political Science
0816016860,9.0,In Search of the Dark Ages,Michael Wood,1987,Facts on File,History
0816021368,8.5,Atlas of the North American Indian,Carl Waldman,1995,Facts on File,Social Science
0816028494,5.0,The Jewish Primer: Questions and Answers on Jewish Faith and Culture,Schumel Himelstein,1992,Facts on File,Judaism
0816031789,6.0,De Bono's Thinking Course,Edward De Bono,1994,Facts on File,Creative thinking
0816039755,7.0,Atlas of the North American Indian,Carl Waldman,2000,Facts on File,Social Science
0816047022,10.0,In Search of the Dark Ages,Michael Wood,2001,Facts on File,History
0816132623,5.0,The Bridges at Toko-Ri,James A. Michener,1981,Thorndike Pr,Fiction
0816137285,7.0,Poland,James Michener,1984,G K Hall &amp; Co,History
0816166137,9.0,"If life is a bowl of cherries, what am I doing in the pits?",Erma Bombeck,1978,G. K. Hall,Humor
081631649X,10.0,Eleventh Hour,Celeste Perino Walker,1998,Pacific Press Publishing Association,Fiction
0816508356,10.0,Through the Grand Canyon from Wyoming to Mexico,Ellsworth Kolb,1990,Univ of Arizona Pr,Boats and boating
0816509255,8.0,People of the Blue Water : A Record of the Life Among the Walapai and Havasupai Indians,Flora Gregg Iliff,1985,University of Arizona Press,Social Science
0816606676,9.0,Oedipus the King.,"Anthony, Burgess",1972,University of Minnesota Press,Drama
0816606811,7.0,Candle in the Wind,Alexander Solzhenitsyn,1973,University of Minnesota Press,Songs
0816634963,8.0,The Great Scandinavian Baking Book,Beatrice A. Ojakangas,1999,University of Minnesota Press,Cooking
0816635366,8.0,Eternal Curse on the Reader of These Pages,Puig Manuel,1999,University of Minnesota Press,Argentine fiction
0816638071,7.0,The Lost Steps,Alejo Carpentier,2001,University of Minnesota Press,"Fantastic fiction, Cuban"
0816703140,5.0,Computers,Francene Sabin,1985,Troll Communications Llc,Fiction
0816707960,7.5,Ozma of Oz,Frank L. Baum,1987,Troll Communications Llc,Juvenile Fiction
0816707979,9.0,Five Children and It,Edith Nesbit,1997,Troll Communications,Fiction
0816710384,7.333333333333333,The Whipping Boy,Sid Fleischman,1987,Troll Communications,Juvenile Fiction
0816710589,8.0,Peter and the Wolf,David Eastman,1988,Troll Communications,Juvenile Fiction
0816714614,7.0,Tom Brown's School Days,Thomas Hughes,1988,Troll Communications Llc,Fiction
081671469X,9.0,The Patchwork Girl of Oz,L. Frank Baum,1997,Troll Communications,Juvenile Fiction
0816728615,5.0,Black Beauty (Troll Illustrated Classics),Anne Simpson,1992,Troll Communications,Juvenile Fiction
0816730377,5.0,Full House: Behind the Scenes,T.R. Storey,1993,Troll Communications,Juvenile Nonfiction
081673447X,5.0,Spooky Kids: Strange but True Tales,Bruce M. Nash,1994,Watermill Press,Juvenile Nonfiction
0816735158,5.0,Mice to the Rescue!,Michelle V. Dionetti,1995,Troll Communications,Adventure stories
0816735174,5.0,Stage Fright,Erica Field,1995,Troll Communications,Self-Help
0816735271,6.0,Rocks and Minerals,Mary Packard,1995,Troll Communications,Juvenile Nonfiction
0816735344,10.0,Scary Stories to Drive You Batty,Devra Speregen,1994,Andrews McMeel Pub,"Children's stories, American."
0816741271,9.0,A Country Christmas,Bonnie Lou Risby,1996,Troll Communications,Christmas stories
0816745269,8.0,"I Love You, Dad",Iris Hiskey Arno,1998,Troll Communications,Family & Relationships
0816749485,5.0,Truth or dare,Luann Colombo,1998,Troll,Young Adult Fiction
0816772266,7.0,Palmistry,Lisa Trumbauer,2002,Troll Communications,"Body, Mind & Spirit"
0816772398,5.0,The Wonderful Wizard of Oz (Troll Illustrated Classics),Grace Mabie,2002,Troll Communications,Fantasy
0817013881,8.0,Good Meat Makes Its Own Gravy: 135 Servings for the Soul,Walter S. Thomas,2000,Judson Press,Religion
0817437126,9.5,Understanding Exposure,Bryan Peterson,1990,Amphoto Books,Photography
0818402539,10.0,Where Did I Come from,Peter Mayle,2000,Citadel Trade,Family & Relationships
0818405090,8.0,St. Joseph's Children: A True Story of Terror and Justice,Terry Ganey,1989,Carol Publishing Corporation,Biography & Autobiography
0818501790,5.0,Theories of personality,Duane P Schultz,1976,Brooks/Cole Pub. Co,Psychology
0819308013,10.0,Liza Lou and the Yeller Belly Swamp,Mercer Mayer,1976,Parents' Magazine Press,Juvenile Fiction
0819310697,5.0,Golly Gump Swallowed a Fly (A Parents Magazine Read Aloud and Easy Reading Program Original),Joanna Cole,1982,Parents Magazine Press,Yawning
0819310859,8.0,The Clown-Arounds Have a Party,Joanna Cole,1982,Parents Magazine Press,Clowns
0819310875,6.0,Milk and Cookies:  A Frank Asch Bear Story (A Parents Magazine Read Aloud Original),Frank Asch,1982,Parents Magazine Press,Juvenile Fiction
0819511323,10.0,The Half-Inch Himalayas (Wesleyan Poetry Series),Shahid Ali Agha,1987,Wesleyan University Press,Poetry
0819562718,8.0,"Neveryona, or: The Tale of Signs and Cities : Some Informal Remarks Towards the Modular Calculus, Part Four",Samuel R. Delany,1993,Wesleyan University Press Distributed by Univ,Fiction
0819562750,6.5,Black Noise: Rap Music and Black Culture in Contemporary America (Music/Culture),Tricia Rose,1994,Wesleyan University Press,Music
0819562785,9.0,Return to Neveryon (Return to Neveryon),Samuel R. Delany,1994,Wesleyan University Press,Fiction
0819563064,7.0,Historiography in the Twentieth Century: From Scientific Objectivity to the Postmodern Challenge,Georg G. Iggers,1997,Wesleyan University Press,History
0820306819,10.0,"Baptized in Blood: The Religion of the Lost Cause, 1865-1920",Charles Reagan Wilson,1983,University of Georgia Press,History
0820308846,9.0,Paths of Glory,Humphrey Cobb,1987,Univ of Georgia Pr,Fiction
082031661X,9.666666666666666,Tobacco Road,Erskine Caldwell,1995,University of Georgia Press,Families
0820316636,5.0,God's Little Acre,Erskine Caldwell,1995,University of Georgia Press,Fiction
0821215965,8.0,Ansel Adams: An Autobiography,Ansel Adams Publishing Rights Trust,1985,Bulfinch,Biography & Autobiography
0821217518,8.0,A Modern Book of Hours,Judy Martin,1994,Little Brown &amp; Co,Devotional literature
0821219804,10.0,Ansel Adams in Color,Ansel Adams,1993,Bulfinch,Photography
0821220802,8.0,"Odes to Common Things, Bilingual Edition",Pablo Neruda,1994,Bulfinch,Poetry
0821221310,7.0,"Angels, Angels, Angels",Andy Warhol,1994,Bulfinch,Humor
0821222236,10.0,"The Love Tarot : Uses the Power of the Mystic Deck to Guide You in Love, Romance and Sex",Sarah Bartlett,1995,Bulfinch,"Body, Mind & Spirit"
0821223437,10.0,Yellowdog,Debra Marlin,1997,Bulfinch,Fiction
0821223933,6.0,Linda's Kitchen : Simple and Inspiring Recipes for Meatless Meals,Linda McCartney,1997,Bulfinch,Vegetarian cookery
0821225553,4.0,Dance,Haring,1999,Bulfinch,Performing Arts
0821225596,10.0,The Sonnets,William Shakespeare,1999,Bulfinch,Drama
0821226207,8.0,Pharaohs of the Sun: Akhenaten : Nefertiti : Tutankhamen,Rita E. Freed,1999,Bulfinch Press,Art
0821409786,5.0,The Trees,Conrad Richter,1991,Ohio University Press,Social Science
0821409786,5.0,The Trees,Conrad Richter,1991,Ohio University Press,Fiction
0821409794,8.0,The Fields,Conrad Richter,1991,Ohio University Press,Fiction
0821620045,8.0,The Long Shot,Paul Monette,1988,Meadowland Books,Atheletes
0821712470,8.0,Mama,Ruby J. Jensen,1989,Kensington Mass Market,Juvenile Fiction
0821713671,9.0,Sweet Passion's Pain,Karen Harper,1984,Kensington Pub Corp (Mm),Fiction
0821716735,3.0,Only Child,Patricia Wallace,1985,Kensington Pub Corp (Mm),Fiction
0821717375,9.0,Wildfire,Carol Finch,1986,Kensington Publishing Corporation,Juvenile Fiction
0821717375,9.0,Wildfire,Carol Finch,1986,Kensington Publishing Corporation,Nature
0821718614,2.0,Satin Surrender,Carol Finch,1986,Kensington Pub Corp (Mm),Fiction
0821718851,8.0,The Experiment,Richard Setlowe,1986,Zebra Books,Sugar growing
0821719629,7.0,Impulse,Barbara Harrison,1987,Zebra Books,Young Adult Fiction
0821720112,9.0,Annabelle,Ruby Jean Jensen,1987,Zebra Books,Fiction
0821720171,4.0,The Red Lamp,Mary Roberts Rinehart,1987,Zebra Books,Popular literature
0821720910,6.0,The Devil's Cat,William W. Johnstone,1987,Zebra Books,Fiction
0821722581,3.0,The Uninvited,William Johnstone,1988,Zebra Books,Fiction
082172262X,7.0,The Yellow Room,Mary Roberts Rinehart,1988,Zebra Books,Reference
0821723030,6.0,Eclipse,William Stevenson,1988,Zebra Books,Young Adult Fiction
0821724479,8.0,Desert Captive,Penelope Neri,1988,Zebra Books,Fiction
0821724525,7.0,Ten Little Indians,Patrick Murray,1988,Zebra Books,Fiction
082172472X,5.0,Outlaws,George V. Higgins,1988,Zebra Books,Fiction
0821725017,5.0,Gypsy,Margaret Kirk,1988,Kensington Pub Corp (Mm),Biography & Autobiography
0821725025,6.0,Dakota Dreams,Constance O'Banyon,1988,Zebra Books,Arapaho Indians
0821725696,8.0,Traitor's Kiss,Terri Valentine,1989,Kensington Pub Corp (Mm),Young Adult Fiction
0821727559,8.0,Missing Beauty,Teresa Carpenter,1989,Zebra Books,Fiction
0821728334,6.0,Masquerade,Lowell Cauffiel,1989,Zebra Books,Australian drama
0821728415,2.0,Afternoon of the Gosling,Marlys Huffman,1989,Zebra Books,Fiction
0821728679,6.5,Vampire Child,Ruby Jean Jensen,1989,Zebra Books,Fiction
0821730363,10.0,Midnight Angel,Rochelle Wayne,1990,Kensington Pub Corp (Mm),Fiction
0821730959,8.0,Wolf Time,Joe Gores,1990,Zebra Books,Fiction
0821731262,8.0,Catch-As-Catch-Can,Charlotte Armstrong,1990,Zebra Books,Fiction
0821731947,5.0,Outlaws,George V. Higgins,1990,Kensington Pub Corp,Fiction
0821732358,5.0,Victoria,Ruby Jean Jensen,1990,Zebra Books,Fiction
0821732951,7.333333333333333,A Time for Love,Constance O'Day-Flannery,1994,Kensington Pub Corp (Mm),Fiction
0821733621,7.0,Love Songs,Katherine Stone,1991,Kensington Pub Corp,Music
0821733656,5.0,Stormswept,Katharine Kincaid,1991,Kensington Pub Corp (Mm),Fiction
0821733869,5.0,The Golden U-Boat,Richard Henrick,1991,Zebra Books,"Science fiction, American"
0821734466,6.0,Celia,Ruby Jean Jensen,1991,Zebra Books,Fiction
0821734644,5.0,Cold Whisper,Rick Hautala,1991,Zebra Books,Fiction
0821734679,10.0,Angel Eyes,Thea Devine,1991,Zebra Books,Juvenile Fiction
0821735039,5.0,Savage Conquest,Janelle Taylor,1992,Zebra Books,Fiction
0821735144,7.0,Vampire Blood,Kathryn Meyer Griffith,1991,Zebra Books,Fiction
0821735659,8.0,Once in a Lifetime,Constance O'Day-Flannery,1991,Zebra Books,Family & Relationships
0821735659,8.0,Once in a Lifetime,Constance O'Day-Flannery,1991,Zebra Books,Fiction
0821735810,8.0,A Christmas Keepsake,Janice Bennett,1992,Zebra Books,Juvenile Fiction
0821735926,7.5,No Greater Love,Julie Ellis,1991,Zebra Books,Religion
0821736302,9.0,The Devil's Laughter,William W. Johnstone,1992,Zebra Books,Fiction
0821736833,9.0,Timeless Passion,Constance O'Day Flannery,1994,Kensington Pub Corp,Fiction
0821737643,7.0,Promise Me Forever,Janelle Taylor,1992,Zebra Books,Fiction
0821737929,7.0,The Whole Truth,Anthony Robinson,1992,Zebra Books,Fiction
0821738437,7.0,Capture My Heart,Bobbi Smith,1992,Zebra Books,Religion
0821738933,10.0,Appointment in Dallas: The Final Solution to the Assassination of JFK,Hugh C. McDonald,1992,Zebra Books,True Crime
0821738968,5.0,Sioux Slave (Zebra Books),Georgina Gentry,1992,Kensington Publishing Corporation,Fiction
0821739026,6.0,The Reckoning,Ruby Jean Jensen,1992,Kensington Pub Corp (Mm),History
0821739344,7.0,The Wildlings,Scott Ciencin,1992,Zebra Books,Fiction
0821739506,10.0,Second Chances,Constance O'Day-Flannery,1992,Zebra Books,Religion
0821739646,9.0,Dream of Fair Woman,Charlotte Armstrong,1992,Zebra Books,English poetry
0821740318,8.0,Witches,Kathryn Meyer Griffith,1993,Zebra Books,Fiction
0821741233,5.0,Evidence of Blood,Thomas H. Cook,1993,Zebra Books,Murder
0821742213,8.0,The Summoning,Bentley Little,1993,Kensington Pub Corp (Mm),Juvenile Fiction
0821742833,6.0,Promises,Katherine Stone,1993,Zebra Books,Religion
0821743201,7.0,Ghost Light,Rick Hautala,1993,Kensington Pub Corp (Mm),Juvenile Fiction
0821743201,7.0,Ghost Light,Rick Hautala,1993,Kensington Pub Corp (Mm),Fiction
0821743937,8.0,Nevada Dawn,Georgina Gentry,1993,Zebra Books,Fiction
0821744550,7.0,Treasures,Lisa Jackson,1995,Kensington Pub Corp,Juvenile Fiction
0821744879,9.0,Swept Away,Phoebe Conn,1994,Zebra Books,Adventure and adventurers
0821744941,9.0,Dark Angel,Anna Grant,1994,Zebra Books,Fiction
0821745956,8.0,Fiend,C. Dean Andersson,1994,Zebra Books,Fiction
0821746146,8.0,Eye of the Beholder,Lowell Cauffiel,1994,Kensington Publishing Corporation,Fiction
0821746464,7.0,Happy Endings,Katherine Stone,1994,Kensington Pub Corp,Crafts & Hobbies
0821746480,7.666666666666667,The Gift,Constance O'Day-Flannery,1994,Zebra Books,Self-Help
0821746863,7.0,Twice upon a Time,Lisa Ann Verge,1994,Zebra Books,Children's stories
0821748017,6.0,Best Friends,Lynda Trent,1995,Zebra Books,Juvenile Nonfiction
0821748289,8.0,Deepwater,Pamela Jekel,1995,Zebra Books,Fiction
0821748297,8.0,Intimacies,Lisa Jackson,1995,Zebra Books,Fiction
0821748564,7.0,Happy Endings,Katherine Stone,1995,Kensington Pub Corp,Crafts & Hobbies
0821748599,7.0,Heavensent,Sonya T. Pelton,1995,Zebra Books,Poetry
0821748602,7.0,Easy Prey,Michael Cecilione,1995,Zebra Books,Fiction
082174898X,6.0,Apache Heartsong (Zebra Lovegram Historical Romance),Janis Reams Hudson,1995,Zebra Books,Fiction
0821749021,5.0,Tapestry,Karen Ranney,1995,Zebra Books,Fiction
082174951X,10.0,Stolen for Profit,Judith Reitman,1995,Kensington Publishing Corporation,Social Science
0821749609,9.0,Bewitched,Constance O'Day-Flannery,1995,Zebra Books,Bewitched (Television program)
0821749633,9.0,Beyond Forever,Rosalyn Alsobrook,1995,Zebra Books,Fiction
0821749668,10.0,Night Passage,Carol Davis Luce,1995,Zebra Books,Fiction
0821750348,10.0,"Blue Heaven, Black Night",Shannon Drake,1995,Zebra Books,Fiction
0821750968,5.0,Passion,Bobbi Smith,1995,Zebra Books,Self-Help
0821751379,10.0,Hers Forever,Wendy Garrett,1995,Zebra Books,Religion
0821752200,7.0,Beyond All Reason: My Life With Susan Smith,David Smith,1995,Kensington Publishing Corporation,Social Science
082175260X,5.0,"Summer Darkness, Winter Light",Sylvia Halliday,1996,Zebra Books,Fiction
0821752669,6.333333333333333,Perfect Strangers,Rebecca Sinclair,1996,Zebra Books,Fiction
082175288X,5.0,Wolfsong,Traci Briery,1996,Zebra Books,Fiction
0821754084,7.0,Endless Night,Patricia Pellicane,1996,Zebra Books,Fiction
0821755404,5.0,Of Sapphire Dreams,Elizabeth Ann Michaels,1997,Zebra Books,Fiction
0821755471,8.0,Shadow and Silk,Ann Maxwell,1997,Zebra Books,Travel
0821756257,9.0,Texas Embrace,Rosanne Bittner,1997,Zebra Books,Fiction
0821756397,8.0,Beloved Enemy,Jane Feather,1997,Zebra Books,Fiction
0821756427,8.0,Jade,Betty Brooks,1997,Kensington Pub Corp (Mm),Fiction
0821757458,5.0,Horizons,Catherine Hart,1997,Zebra Books,History
082175856X,5.75,Sara's Song,Fern Michaels,1998,Zebra Books,Fiction
0821758586,10.0,Tempting Fate,Meryl Sawyer,1998,Zebra Books,Fiction
0821759167,10.0,The Gift,Constance O'Day-Flannery,1998,Zebra Books,Self-Help
0821759183,7.0,Once in a Lifetime,Constance O'Day-Flannery,1998,Zebra Books,Family & Relationships
0821759183,7.0,Once in a Lifetime,Constance O'Day-Flannery,1998,Zebra Books,Fiction
0821759485,7.5,The Captain's Lady,Jo Goodman,1998,Zebra Books,Fiction
0821759744,7.0,Dangerous,Becky Barker,1997,Kensington Publishing Corporation,Business & Economics
0821759868,9.5,Intimacies,Lisa Jackson,1998,Zebra Books,Fiction
0821759949,3.0,A Noble Rogue (Zebra Regency Romance),Nancy Lawrence,1998,Zebra Books,Fiction
0821759981,7.666666666666667,Impulsive,Catherine Hart,1998,Zebra Books,Psychology
0821760378,6.0,The Fortune Hunter,Meagan McKinney,1998,Zebra Books,Fiction
082176053X,7.0,Prince of Magic,Anne Stuart,1998,Zebra Books,Fiction
0821760556,7.0,Rebel Heart,Amy Fetzer,1998,Kensington Pub Corp (Mm),Hamptons (N.Y.)
0821760629,6.0,The Reluctant Bride (Zebra Regency Romance),Cindy Holbrook,1998,Zebra Books,Fiction
0821760645,5.0,Miss Eliza's Gentleman Caller (Zebra Regency Romance),Marilyn Clay,1998,Zebra Books,Fiction
0821761129,6.5,Deceived,Bertrice Small,1999,Zebra Books,Fiction
0821761137,8.0,Dangerous Lady,Amanda Scott,1999,Kensington Publishing Corp.,Fiction
0821761196,5.0,Hannah's Heart (Zebra Splendor Historical Romances),Jill Henry,1999,Zebra Books,Fiction
0821761455,7.333333333333333,With All My Heart,Jo Goodman,1999,Zebra Books,Juvenile Fiction
082176148X,7.0,Timeless Spring,Sandra Davidson,1999,Zebra Books,Conduct of life
0821762036,8.0,Enticed (Zebra Splendor Historical Romances),Sara Blayne,1999,Zebra Books,Fiction
0821762095,5.0,The Bluestocking on His Knee (Zebra Regency Romance),Regina Scott,1999,Zebra Books,Fiction
0821762516,6.333333333333333,French Quarter,Stella Cameron,1999,Zebra Books,History
